Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue,Chapter Name,Movie ID,Movie Chapter,Movie Title,Release Year,Runtime,Budget,Box Office,Place Name,Place Category,Character Name,Species,Gender,House,Patronus,Wand (Wood),Wand (Core),spells_found,first_spell_found,Spell ID,Incantation,Spell Name,Effect,Light,spell,other_sentiment,joy,sadness,anger,surprise,disgust,fear,K-Means_Cluster
3538,132,8,21,Who are all you lot?,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Vernon Dursley,Human,Male,,,,,[],,,,,,,,0.9643906354904176,0.0147722112014889,0.0018408419564366,0.0043561863712966,0.0067470963113009,0.003701495938003,0.0041914596222341,3
3539,132,8,13,"Quiet, Dursley.",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.9712464213371276,0.0074348826892673,0.0042766910046339,0.0027433417271822,0.0027780840173363,0.0085660545155406,0.0029543882701545,3
3540,132,8,11,"Harry, douse the light. We're exposed here.",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Remus Lupin,Werewolf,Male,Gryffindor,Wolf,Cypress,Unicorn Hair,[],,,,,,,,0.7102068066596985,0.0064967665821313,0.0018953128019347,0.0637787133455276,0.0026032808236777,0.2058242708444595,0.0091947866603732,3
3541,132,8,1,What are you doing here?,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.9347013235092164,0.0381674095988273,0.002473012311384,0.0034932964481413,0.0104100974276661,0.0021431916393339,0.0086117545142769,3
3542,132,8,11,"We're your advanced guard, Harry. Dumbledore just sent us as soon as he heard about the attack. We're taking you to safety. We're just waiting for the all clear.",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Remus Lupin,Werewolf,Male,Gryffindor,Wolf,Cypress,Unicorn Hair,[],,,,,,,,0.9753563404083252,0.0137204686179757,0.0008376354817301,0.0014866535784676,0.0032903491519391,0.0023464628029614,0.0029620048590004,3
3543,132,8,1,How'd he know? It just happened!,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.1113292053341865,0.0105113508179783,0.001453899196349,0.0057858512736856,0.8636142015457153,0.0032125017605721,0.0040929857641458,1
3544,132,8,11,"You didn't think Dumbledore'd let you wander around on your own, did you?",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Remus Lupin,Werewolf,Male,Gryffindor,Wolf,Cypress,Unicorn Hair,[],,,,,,,,0.3947589993476867,0.0048114624805748,0.0023211904335767,0.0070121260359883,0.0124709364026784,0.572881281375885,0.0057439468801021,1
3545,132,8,11,"Harry, I don't believe you've met Nymphadora Tonks.",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Remus Lupin,Werewolf,Male,Gryffindor,Wolf,Cypress,Unicorn Hair,[],,,,,,,,0.8433173298835754,0.0086545590311288,0.0031761876307427,0.0041596135124564,0.1260489523410797,0.0089168474078178,0.0057266461662948,3
3546,132,8,11,"Tonks, would you go get Harry's broom from the house?",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Remus Lupin,Werewolf,Male,Gryffindor,Wolf,Cypress,Unicorn Hair,[],,,,,,,,0.9706001877784728,0.0079881846904754,0.0012738012010231,0.0037833973765373,0.004554652608931,0.0063948119059205,0.0054049268364906,3
3547,132,8,1,What's been going on? What's Lord Vol-,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.9237562417984008,0.0556312389671802,0.0020695715211331,0.0036176226567476,0.0083187315613031,0.0028335964307188,0.0037729274481534,3
3548,132,8,13,"We're not talking about it here, it's too risky.",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.8345766067504883,0.0048507587052881,0.0045696906745433,0.0034484905190765,0.0035313903354108,0.1446766406297683,0.0043464628979563,3
3549,132,8,13,Blast it.,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.9543708562850952,0.0191194619983434,0.0029686361085623,0.0041215312667191,0.0043354844674468,0.0077274735085666,0.007356580812484,3
3550,132,8,61,"Mad-eye, dear, you do realize that's disgusting?",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Nymphadora Tonks,Human,Female,Hufflepuff,Jack rabbit,,,[],,,,,,,,0.0089231962338089,0.000924507738091,0.0019049434922635,0.0079123163595795,0.0024403023999184,0.9749315977096558,0.0029631641227751,1
3551,132,8,13,I want 365 degree visibility on the return trip.,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.9444208741188048,0.0196679625660181,0.0028726945165544,0.0016548668500036,0.0036883594002574,0.0027311828453093,0.0249640699476003,3
3552,132,8,1,How are we getting there?,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.940873086452484,0.0341036021709442,0.0029470638837665,0.0025629429146647,0.0119282929226756,0.001716544968076,0.0058685233816504,3
3553,132,8,11,Brooms.,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Remus Lupin,Werewolf,Male,Gryffindor,Wolf,Cypress,Unicorn Hair,[],,,,,,,,0.953597903251648,0.0087362173944711,0.0031846081838011,0.0045721149072051,0.0043925088830292,0.0220245048403739,0.003492186544463,3
3554,132,8,56,There's the first signal.,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Kingsley Shacklebolt,Human,Male,,Lynx,,,[],,,,,,,,0.9723983407020568,0.0082530668005347,0.002210231963545,0.0032032227609306,0.0045402380637824,0.0058729560114443,0.0035220803692936,3
3555,132,8,13,"Right, let's go.",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.2843442857265472,0.691413938999176,0.0014015559572726,0.0112893963232636,0.0060958666726946,0.0025998961646109,0.0028550976421684,5
3556,132,8,11,"On your broom, Harry.",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Remus Lupin,Werewolf,Male,Gryffindor,Wolf,Cypress,Unicorn Hair,[],,,,,,,,0.973159670829773,0.0108543196693062,0.0013961625518277,0.002753492211923,0.0027568594086915,0.0046814163215458,0.004398020915687,3
3557,132,8,13,Form up! Form up around Harry. Make it snappy! The advanced guard surrounds Harry.,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.9657554626464844,0.0121097061783075,0.0005983643932268,0.0043325289152562,0.0103004770353436,0.0039946027100086,0.0029087748844176,3
3558,132,8,61,"Stop being so cheerful, Mad-eye.",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Nymphadora Tonks,Human,Female,Hufflepuff,Jack rabbit,,,[],,,,,,,,0.9135015606880188,0.0144424149766564,0.0048875836655497,0.0046071824617683,0.002457580063492,0.0574607364833354,0.0026430862490087,3
3559,132,8,13,We must be ready. This would be the perfect moment for Voldemort to strike Harry.,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.8846753239631653,0.097242996096611,0.0007503241649828,0.0024624716024845,0.0092986971139907,0.0014784669037908,0.004091830458492,3
3560,132,8,1,"Uh, is that very likely?",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.9753572940826416,0.0066157039254903,0.0010478424374014,0.0016850403044372,0.004914625082165,0.0075667174533009,0.0028128542471677,3
3561,132,8,56,No one's going to die.,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Kingsley Shacklebolt,Human,Male,,Lynx,,,[],,,,,,,,0.9458428025245668,0.0404891073703765,0.0048604998737573,0.001677643507719,0.0017649944638833,0.0023638864513486,0.0030010312329977,3
3562,132,8,11,There's the second signal!,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Remus Lupin,Werewolf,Male,Gryffindor,Wolf,Cypress,Unicorn Hair,[],,,,,,,,0.9170690774917604,0.0349722020328044,0.0012563108466565,0.0045876172371208,0.0370526127517223,0.0030274896416813,0.0020346664823591,3
3563,132,8,13,"Mount your brooms, everyone. Here we go!",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.8187144994735718,0.1496178209781646,0.0009179171174764,0.0084182256832718,0.0167031921446323,0.0023193811066448,0.0033089260105043,3
3564,132,8,13,"The third signal, everyone. Let's",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.9637661576271056,0.0248832125216722,0.0010058991611003,0.0025489630643278,0.003176171099767,0.0027981377206742,0.0018215592717751,3
3565,132,8,13,Stay in formation!,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.891124427318573,0.0965072810649871,0.0020475180353969,0.0027829783502966,0.0026409160345792,0.0024410637561231,0.0024557844735682,3
3566,132,8,13,We need more height!,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.9625819325447084,0.0128556853160262,0.0045874146744608,0.003166232490912,0.0030294079333543,0.0115584973245859,0.0022208977025002,3
3567,132,8,13,Contacts to the south!,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.9635677337646484,0.0185810290277004,0.0029102065600454,0.0049300352111458,0.0036187809891998,0.0042503629811108,0.0021417832467705,3
3568,132,8,56,"Mad-eye! You, Tonks, and Lupin take Harry! We'll slow them down!",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Kingsley Shacklebolt,Human,Male,,Lynx,,,[],,,,,,,,0.9371614456176758,0.0222079511731863,0.0006032258970662,0.0178883671760559,0.0119102336466312,0.0055495463311672,0.0046793338842689,3
3569,132,8,11,"There's the other one, Alastor!",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Remus Lupin,Werewolf,Male,Gryffindor,Wolf,Cypress,Unicorn Hair,[],,,,,,,,0.9489198327064514,0.0162761230021715,0.0013718690024688,0.0064631206914782,0.0205079931765794,0.004451310262084,0.0020096651278436,3
3570,132,8,1,Expecto--!,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.9686935544013976,0.0088756056502461,0.0024238766636699,0.003440159605816,0.0075293104164302,0.0065194750204682,0.0025180245283991,3
3571,132,8,11,"Harry, leave it to us!",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Remus Lupin,Werewolf,Male,Gryffindor,Wolf,Cypress,Unicorn Hair,[],,,,,,,,0.450604498386383,0.0051871119067072,0.0041144895367324,0.0092578846961259,0.0033013720531016,0.5247222781181335,0.0028123196680098,1
3572,132,8,1,No!,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.0384661890566349,0.0056004021316766,0.0024458763655275,0.9154765009880066,0.0081123691052198,0.0277445819228887,0.0021539707668125,4
3573,132,8,11,"""Expecto Patronum!'",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Remus Lupin,Werewolf,Male,Gryffindor,Wolf,Cypress,Unicorn Hair,['expecto patronum'],expecto patronum,18.0,Expecto Patronum,Patronus Charm,Conjures a spirit guardian,Silver,expecto patronum,0.9673954248428344,0.0045345318503677,0.0021944299805909,0.0047688577324151,0.0029203670565038,0.0150071587413549,0.003179311286658,3
3574,132,8,11,Get Harry to the safe house!,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Remus Lupin,Werewolf,Male,Gryffindor,Wolf,Cypress,Unicorn Hair,[],,,,,,,,0.9633320569992064,0.0260348170995712,0.0022457235027104,0.0014002929674461,0.0020999878179281,0.0029118778184056,0.0019751403015106,3
3575,132,8,13,"Come on, Potter! Keep moving!",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.8613061904907227,0.1218897625803947,0.0005602410528808,0.0038495569024235,0.006910425145179,0.0037424210458993,0.0017415080219507,3
3576,132,8,1,But I can help!,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.664534866809845,0.314717948436737,0.0052456180565059,0.0038577415980398,0.00735231814906,0.0025572744198143,0.0017342966748401,3
3577,132,8,13,"Potter, getting yourself killed won't do a thing. Now move!",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.0127650089561939,0.0028303735889494,0.0013735591201111,0.9585546851158142,0.0014599390560761,0.0210886150598526,0.0019278989639133,4
3578,132,8,13,"We're not far, now!",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.0300088562071323,0.0078319571912288,0.0022574618924409,0.9421286582946776,0.0044216117821633,0.0096004093065857,0.0037509396206587,4
3579,132,8,13,Did you get rid of them?,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.9662882089614868,0.0070086824707686,0.0023806497920304,0.0051819975487887,0.0044917720369994,0.0124633191153407,0.0021855144295841,3
3580,132,8,56,"They're gone, Alastor.",The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Kingsley Shacklebolt,Human,Male,,Lynx,,,[],,,,,,,,0.6515401005744934,0.331528753042221,0.0013840110041201,0.0057611442171037,0.0057361777871847,0.0019315920071676,0.0021182366181164,3
3581,132,8,61,We're there!,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Nymphadora Tonks,Human,Female,Hufflepuff,Jack rabbit,,,[],,,,,,,,0.8574934601783752,0.0704186409711837,0.0063335774466395,0.017898391932249,0.0391270630061626,0.0044384277425706,0.0042903651483356,3
3582,132,8,13,Prepare for descent! Form up around Harry!,The Advance Guard,5,2,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",4 Privet Drive,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.956382930278778,0.0291840992867946,0.0007888232939876,0.0025098582264035,0.0061411359347403,0.0019149385625496,0.0030783028341829,3
3583,133,7,11,"Stay here, Harry.","Number Twelve, Grimmauld Place",5,3,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Remus Lupin,Werewolf,Male,Gryffindor,Wolf,Cypress,Unicorn Hair,[],,,,,,,,0.9237965941429138,0.0651142448186874,0.0025866567157208,0.0016531174769625,0.0022186385467648,0.0019720057025551,0.0026587862521409,3
3584,133,7,56,Clear!,"Number Twelve, Grimmauld Place",5,3,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Kingsley Shacklebolt,Human,Male,,Lynx,,,[],,,,,,,,0.7324565649032593,0.0583573617041111,0.0044912192970514,0.0158431604504585,0.1765229105949401,0.0067255059257149,0.0056032496504485,3
3585,133,7,13,"Right, Harry, this way.","Number Twelve, Grimmauld Place",5,3,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.979102909564972,0.0081287920475006,0.0015596074517816,0.0021158414892852,0.0025019499007612,0.0046105692163109,0.0019801983144134,3
3586,133,7,13,"Here, read this.","Number Twelve, Grimmauld Place",5,3,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.9752834439277648,0.0099894786253571,0.0019844879861921,0.0017752576386556,0.0049329437315464,0.0035367489326745,0.0024976765271276,3
3587,133,7,13,"Come on, inside. Hurry.","Number Twelve, Grimmauld Place",5,3,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Alastor Moody,Human,Male,,,,,[],,,,,,,,0.3575145006179809,0.0135744921863079,0.0063822846859693,0.0460076667368412,0.0175676029175519,0.0289516169577837,0.5300018787384033,2
3588,133,7,11,"Get in, quick, Harry. Don't touch anything.","Number Twelve, Grimmauld Place",5,3,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Remus Lupin,Werewolf,Male,Gryffindor,Wolf,Cypress,Unicorn Hair,[],,,,,,,,0.5874131917953491,0.0042066448368132,0.0022308151237666,0.0486619733273983,0.0034341709688305,0.3423506617546081,0.0117025701329112,3
3589,133,7,115,"Filth! Scum! Half-breeds, mutants, freaks, begone from this place! How dare you befoul the house of my fathers?!","Number Twelve, Grimmauld Place",5,3,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Walburga Black,Human,Female,Slytherin,,,,[],,,,,,,,0.0038783499039709,0.0032123071141541,0.0018066661432385,0.980973184108734,0.0023933022748678,0.0056827319785952,0.0020533469505608,4
3590,133,7,18,"Shut up, you miserable old hag! Quiet!","Number Twelve, Grimmauld Place",5,3,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Sirius Black,Human,Male,Gryffindor,,,,[],,,,,,,,0.0029622125439345,0.0025790843646973,0.001696508959867,0.9814316034317015,0.0019878395833075,0.0074302670545876,0.0019123732345178,4
3591,133,7,115,"Blood traitor, abomination, shame of my flesh!","Number Twelve, Grimmauld Place",5,3,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Walburga Black,Human,Female,Slytherin,,,,[],,,,,,,,0.1057220175862312,0.0064406329765915,0.352460503578186,0.0393417440354824,0.0024190191179513,0.4903330504894256,0.0032829798292368,1
3592,133,7,1,Was that your--?,"Number Twelve, Grimmauld Place",5,3,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.9398356080055236,0.011847335845232,0.0037282728590071,0.0049047265201807,0.0276441872119903,0.0058660903014242,0.0061737606301903,3
3593,133,7,18,"Mother, yes. Dear old mum.","Number Twelve, Grimmauld Place",5,3,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Sirius Black,Human,Male,Gryffindor,,,,[],,,,,,,,0.971637725830078,0.0148153444752097,0.0033213307615369,0.0022158755455166,0.0021264546085149,0.0039830151945352,0.001900132279843,3
3594,133,7,1,But...why here?,"Number Twelve, Grimmauld Place",5,3,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.7677680850028992,0.0043452554382383,0.0040496089495718,0.0192620903253555,0.0070803835988044,0.1939138323068618,0.0035807406529784,3
3595,133,7,26,"Hello, Harry dear.","Number Twelve, Grimmauld Place",5,3,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Molly Weasley,Human,Female,Gryffindor,,,,[],,,,,,,,0.9409950971603394,0.0446093045175075,0.0021207036916166,0.0029589694458991,0.0045031011104583,0.0027704713866114,0.0020424113608896,3
3596,133,7,1,Mrs. Weasley!,"Number Twelve, Grimmauld Place",5,3,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.956061065196991,0.023969754576683,0.0010025803931057,0.005056076683104,0.0062306630425155,0.0059731309302151,0.00170662952587,3
3597,133,7,26,"Sirius, the meeting is about to start!","Number Twelve, Grimmauld Place",5,3,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Molly Weasley,Human,Female,Gryffindor,,,,[],,,,,,,,0.5815863013267517,0.389762282371521,0.0040906653739511,0.0059831640683114,0.0065128207206726,0.0020871257875114,0.0099776517599821,3
3598,133,7,18,Right.,"Number Twelve, Grimmauld Place",5,3,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Sirius Black,Human,Male,Gryffindor,,,,[],,,,,,,,0.9206522107124328,0.0193706583231687,0.0135238338261842,0.0071650114841759,0.0079428097233176,0.0151802478358149,0.0161651168018579,3
3599,133,7,26,"Harry, dear, go on upstairs-- quietly, if you please. They're all up there.","Number Twelve, Grimmauld Place",5,3,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Molly Weasley,Human,Female,Gryffindor,,,,[],,,,,,,,0.9609528183937072,0.0054781353101134,0.001304694567807,0.0044277170673012,0.0024313053581863,0.0220978502184152,0.0033075655810534,3
3600,134,7,3,Harry!,The Order of the Phoenix,5,4,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,[],,,,,,,,0.8995540738105774,0.0494228452444076,0.0018031360814347,0.0085441041737794,0.0337369441986084,0.004683231934905,0.0022555929608643,3
3601,134,7,2,"Let him breathe, Hermione!",The Order of the Phoenix,5,4,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,[],,,,,,,,0.9036547541618348,0.0112695163115859,0.0013800451997667,0.011673173867166,0.0298593435436487,0.0381570532917976,0.0040060579776763,3
3602,134,7,3,"Oh, Harry! We've missed you! Are you furious with us, I bet you are!",The Order of the Phoenix,5,4,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,[],,,,,,,,0.6284925937652588,0.0674405023455619,0.0011744748335331,0.0343882218003273,0.2564474046230316,0.0066133206710219,0.0054435455240309,3
3603,134,7,2,"Good to see you, mate.",The Order of the Phoenix,5,4,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,[],,,,,,,,0.0276525504887104,0.9633471369743348,0.0016913806321099,0.0024737508501857,0.0022289908956736,0.0011874326737597,0.0014186979969963,5
3604,134,7,3,"Come on, inside.",The Order of the Phoenix,5,4,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,[],,,,,,,,0.0436772182583808,0.0012445905013009,0.0018459507264196,0.1250106692314148,0.0100509775802493,0.8156508803367615,0.002519691362977,1
3605,134,7,3,"Sorry we haven't written, Harry, but Dumbledore made us promise not to.",The Order of the Phoenix,5,4,Harry Potter and the Order of the Phoenix,2007,138,"$150,000,000 ","$942,000,000 ",12 Grimmauld Place,Dwellings,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,[],,,,,,,,0.956618070602417,0.0306185185909271,0.003338768845424,0.0012578242458403,0.0031444781925529,0.001781455357559,0.0032407415565103,3
